# N2O, CH4, CO2 Fluxes via Static Chambers,,,,,,,
#,,,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/28,,,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/28.csv,,,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,,,,,,
#,,,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,,,
#,,,,,,,,,
#     VARIATE TABLE,,,,,,,,,
8/23/2012,T7,R4,1.63,17.26,1.05,2012,11.5,0.1,
8/23/2012,T8,R1,-9.4,16.3,1.44,2012,11.5,0.1,
8/23/2012,T8,R2,-9.4,18.22,1.25,2012,11.5,0.11,
8/23/2012,T8,R3,-9.49,22.06,1.53,2012,11.5,0.13,
8/23/2012,T8,R4,-5.66,30.69,0.1,2012,11.5,0.11,
8/8/2012,T1,R1,-5.14,5.6,-0.28,2012,19.1,0.03,GLYMX
8/8/2012,T1,R2,-7.94,10.27,1.03,2012,19.1,0.05,GLYMX
8/8/2012,T1,R3,-2.33,4.67,0.84,2012,19.1,0.02,GLYMX
8/8/2012,T1,R4,-4.11,6.54,0.93,2012,19.1,0.04,GLYMX
8/8/2012,T2,R1,3.92,8.41,-0.19,2012,19.1,0.03,GLYMX
8/8/2012,T2,R2,-8.13,8.41,-0.37,2012,19.1,0.03,GLYMX
8/8/2012,T2,R3,-1.31,9.34,2.33,2012,19.1,0.02,GLYMX
8/8/2012,T2,R4,-3.74,7.47,9.9,2012,19.1,0.03,GLYMX
8/8/2012,T3,R1,-4.11,11.21,1.68,2012,19.1,0.05,GLYMX
8/8/2012,T3,R2,3.08,8.41,-0.19,2012,19.1,0.03,GLYMX
8/8/2012,T3,R3,-0.28,8.41,-0.09,2012,19.1,0.05,GLYMX
8/8/2012,T3,R4,-2.62,8.41,1.31,2012,19.1,0.05,GLYMX
8/8/2012,T4,R1,-6.26,12.14,0.37,2012,19.1,0.05,GLYMX
8/8/2012,T4,R2,-10.74,12.14,2.05,2012,19.1,0.06,GLYMX
8/8/2012,T4,R3,-1.21,13.08,0.19,2012,19.1,0.05,GLYMX
8/8/2012,T4,R4,0.19,10.27,0.28,2012,19.1,0.05,GLYMX
8/8/2012,T5,R1,-4.67,6.54,1.31,2012,19.1,0.05,
8/8/2012,T5,R2,-0.47,6.54,0.93,2012,19.1,0.06,
8/8/2012,T5,R3,-5.23,6.54,0.93,2012,19.1,0.03,
8/8/2012,T5,R4,-3.08,6.54,-0.19,2012,19.1,0.02,
8/8/2012,T6,R1,-2.99,14.94,-0.75,2012,19.1,0.04,
8/8/2012,T6,R2,-13.08,16.81,0.28,2012,19.1,0.03,
8/8/2012,T6,R3,-6.35,16.81,104.04,2012,19.1,0.02,
8/8/2012,T6,R4,0.28,20.55,2.05,2012,19.1,0.01,
8/8/2012,T7,R1,-0.47,3.74,-0.56,2012,19.1,0.02,
8/8/2012,T7,R2,-0.56,11.21,-0.28,2012,19.1,0.04,
8/8/2012,T7,R3,-1.96,9.34,-0.19,2012,19.1,0.02,
8/8/2012,T7,R4,-3.92,7.47,-0.75,2012,19.1,0.02,
8/8/2012,T8,R1,-5.88,8.41,-0.09,2012,19.1,0.06,
8/8/2012,T8,R2,-1.49,7.47,-0.47,2012,19.1,0.05,
8/8/2012,T8,R3,,10.27,0.09,2012,19.1,0.07,
8/8/2012,T8,R4,1.12,10.27,1.03,2012,19.1,0.06,
7/12/2012,T1,R1,-2.86,9.53,-0.19,2012,13.3,0.01,GLYMX
7/12/2012,T1,R2,-1.14,19.06,1.91,2012,13.3,0.04,GLYMX
7/12/2012,T1,R3,1.33,8.58,0.86,2012,13.3,0.02,GLYMX
7/12/2012,T1,R4,-4.48,14.29,1.33,2012,13.3,0.03,GLYMX
7/12/2012,T2,R1,-4.86,15.25,0.38,2012,13.3,0.03,GLYMX
7/12/2012,T2,R2,-0.57,8.58,1.72,2012,13.3,0.01,GLYMX
7/12/2012,T2,R3,-2.38,8.58,1.72,2012,13.3,0.01,GLYMX
7/12/2012,T2,R4,-3.24,10.48,1.62,2012,13.3,0.04,GLYMX
7/12/2012,T3,R1,-0.67,14.29,1.91,2012,13.3,0.06,GLYMX
7/12/2012,T3,R2,-1.33,14.29,0,2012,13.3,0.03,GLYMX
7/12/2012,T3,R3,-4,9.53,0.95,2012,13.3,0.06,GLYMX
7/12/2012,T3,R4,-2.95,14.29,2.48,2012,13.3,0.04,GLYMX
7/12/2012,T4,R1,-1.43,17.15,1.05,2012,13.3,0.08,GLYMX
7/12/2012,T4,R2,-5.91,17.15,3.05,2012,13.3,0.07,GLYMX
7/12/2012,T4,R3,,,,2012,13.3,0.05,GLYMX
7/12/2012,T4,R4,-3.53,17.15,3.05,2012,13.3,0.11,GLYMX
7/12/2012,T5,R1,-6.67,9.53,1.43,2012,13.3,0.05,
7/12/2012,T5,R2,-2,8.58,1.24,2012,13.3,0.05,
7/12/2012,T5,R3,-1.14,8.58,1.43,2012,13.3,0.04,
7/12/2012,T5,R4,0.29,6.67,-0.76,2012,13.3,0.06,
7/12/2012,T6,R1,,27.63,0.19,2012,13.3,0.03,
7/12/2012,T6,R2,3.53,27.63,0.57,2012,13.3,0.02,
7/12/2012,T6,R3,-1.91,583.14,118.34,2012,13.3,0.05,
7/12/2012,T6,R4,2.67,28.59,3.14,2012,13.3,0.02,
7/12/2012,T7,R1,3.14,6.67,-0.29,2012,13.3,0.02,
7/12/2012,T7,R2,-2.48,10.48,-0.1,2012,13.3,0.04,
7/12/2012,T7,R3,0.48,14.29,-0.38,2012,13.3,0.01,
7/12/2012,T7,R4,-0.76,11.43,-0.86,2012,13.3,0.01,
7/12/2012,T8,R1,-1.52,8.58,-0.57,2012,13.3,0.06,
7/12/2012,T8,R2,-2.86,7.62,-0.48,2012,13.3,0.05,
7/12/2012,T8,R3,-3.05,9.53,-0.1,2012,13.3,0.05,
7/12/2012,T8,R4,-4.38,11.43,1.24,2012,13.3,0.04,
6/28/2012,T1,R1,-0.46,13.94,0.84,2012,20.5,0.09,GLYMX
6/28/2012,T1,R2,-1.77,18.59,2.04,2012,20.5,0.11,GLYMX
6/28/2012,T1,R3,1.58,11.15,1.86,2012,20.5,0.03,GLYMX
6/28/2012,T1,R4,5.67,26.03,22.68,2012,20.5,0.05,GLYMX
6/28/2012,T2,R1,0.65,11.15,6.32,2012,20.5,0.05,GLYMX
6/28/2012,T2,R2,1.49,25.1,2.97,2012,20.5,0.12,GLYMX
6/28/2012,T2,R3,-1.95,12.08,2.32,2012,20.5,0.08,GLYMX
6/28/2012,T2,R4,-1.95,12.08,-2.32,2012,20.5,0.1,GLYMX
6/28/2012,T3,R1,-1.49,15.8,4,2012,20.5,0.12,GLYMX
6/28/2012,T3,R2,1.3,20.45,1.49,2012,20.5,0.09,GLYMX
6/28/2012,T3,R3,-2.79,11.15,3.72,2012,20.5,0.1,GLYMX
6/28/2012,T3,R4,-4.18,20.45,-0.46,2012,20.5,0.09,GLYMX
6/28/2012,T4,R1,-0.46,19.52,7.81,2012,20.5,0.12,GLYMX
6/28/2012,T4,R3,1.39,22.31,6.23,2012,20.5,0.12,GLYMX
6/28/2012,T4,R4,0.46,18.59,3.16,2012,20.5,0.13,GLYMX
6/28/2012,T5,R1,0.93,8.37,2.7,2012,20.5,0.05,
6/28/2012,T5,R2,-7.25,3.72,-3.44,2012,20.5,0.05,
6/28/2012,T5,R3,-3.9,6.51,-3.62,2012,20.5,0.04,
6/28/2012,T5,R4,8.64,13.01,17.66,2012,20.5,0.06,
6/28/2012,T6,R1,-1.49,30.67,1.58,2012,20.5,0.04,
6/28/2012,T6,R2,-0.46,29.74,5.76,2012,20.5,0.03,
6/28/2012,T6,R3,-1.12,26.95,6.88,2012,20.5,0.05,
6/28/2012,T6,R4,-1.86,40.9,0.84,2012,20.5,0.01,
6/28/2012,T7,R1,-3.16,5.58,-6.69,2012,20.5,0.03,
6/28/2012,T7,R2,-1.21,15.8,0.37,2012,20.5,0.04,
6/28/2012,T7,R3,2.32,13.94,3.44,2012,20.5,0.02,
6/28/2012,T7,R4,-15.71,3.72,,2012,20.5,0.03,
6/28/2012,T8,R1,-5.67,4.65,0.37,2012,20.5,0.06,
6/28/2012,T8,R2,-3.72,12.08,1.58,2012,20.5,0.07,
6/28/2012,T8,R3,-2.6,11.15,1.58,2012,20.5,0.07,
6/28/2012,T8,R4,-3.62,12.08,2.7,2012,20.5,0.08,
6/14/2012,T1,R1,,9.59,0.48,2012,11.4,0.12,GLYMX
6/14/2012,T1,R2,-1.44,14.39,1.15,2012,11.4,0.15,GLYMX
6/14/2012,T1,R3,-0.86,17.27,2.4,2012,11.4,0.08,GLYMX
6/14/2012,T1,R4,-2.49,19.19,2.11,2012,11.4,0.1,GLYMX
6/14/2012,T2,R1,-1.44,10.55,0.58,2012,11.4,0.12,GLYMX
6/14/2012,T2,R2,-0.96,5.76,0.96,2012,11.4,0.12,GLYMX
6/14/2012,T2,R3,-2.4,7.68,1.73,2012,11.4,0.11,GLYMX
6/14/2012,T2,R4,-0.29,4.8,1.25,2012,11.4,0.15,GLYMX
6/14/2012,T3,R1,-1.63,21.11,2.3,2012,11.4,0.14,GLYMX
6/14/2012,T3,R2,-0.48,22.07,1.82,2012,11.4,0.12,GLYMX
6/14/2012,T3,R3,-0.86,14.39,3.65,2012,11.4,0.11,GLYMX
6/14/2012,T3,R4,-0.67,22.07,2.4,2012,11.4,0.12,GLYMX
6/14/2012,T4,R1,-1.63,20.15,1.73,2012,11.4,0.11,GLYMX
6/14/2012,T4,R2,-0.96,23.03,3.65,2012,11.4,0.15,GLYMX
6/14/2012,T4,R3,-1.15,19.19,2.49,2012,11.4,0.15,GLYMX
6/14/2012,T4,R4,-1.06,21.11,2.97,2012,11.4,0.15,GLYMX
6/14/2012,T5,R1,-1.54,9.59,0.38,2012,11.4,0.07,
6/14/2012,T5,R2,-1.06,8.64,1.54,2012,11.4,0.08,
6/14/2012,T5,R3,-2.59,9.59,0.77,2012,11.4,0.06,
6/14/2012,T5,R4,-0.77,10.55,0,2012,11.4,0.06,
6/14/2012,T6,R1,-2.11,29.74,-3.74,2012,11.4,0.07,
6/14/2012,T6,R2,-3.36,46.06,1.25,2012,11.4,0.08,
6/14/2012,T6,R3,1.34,24.95,4.22,2012,11.4,0.13,
6/14/2012,T6,R4,-1.25,51.81,7.29,2012,11.4,0.07,
6/14/2012,T7,R1,-0.67,14.39,0.38,2012,11.4,0.06,
6/14/2012,T7,R2,-1.73,23.99,0.19,2012,11.4,0.07,
6/14/2012,T7,R3,-0.19,23.99,1.34,2012,11.4,0.05,
6/14/2012,T7,R4,-1.25,22.07,-0.19,2012,11.4,0.05,
6/14/2012,T8,R1,-10.65,13.43,0.48,2012,11.4,0.1,
6/14/2012,T8,R2,-12.47,17.27,0.48,2012,11.4,0.09,
6/14/2012,T8,R3,-9.5,18.23,0.29,2012,11.4,0.11,
6/14/2012,T8,R4,-10.07,18.23,0.1,2012,11.4,0.09,
6/1/2012,T1,R1,,5.83,0.19,2012,7.9,0.19,GLYMX
6/1/2012,T1,R2,2.53,10.68,1.17,2012,7.9,0.23,GLYMX
6/1/2012,T1,R3,1.94,20.4,2.33,2012,7.9,0.18,GLYMX
6/1/2012,T1,R4,-13.31,11.65,0.97,2012,7.9,0.22,GLYMX
6/1/2012,T2,R1,-0.39,10.68,8.74,2012,7.9,0.18,GLYMX
6/1/2012,T2,R2,9.03,10.68,0.68,2012,7.9,0.16,GLYMX
6/1/2012,T2,R3,0.78,4.86,4.76,2012,7.9,0.2,GLYMX
6/1/2012,T2,R4,5.44,7.77,1.26,2012,7.9,0.21,GLYMX
6/1/2012,T3,R1,0.29,14.57,1.17,2012,7.9,0.19,GLYMX
6/1/2012,T3,R2,1.07,22.34,3.21,2012,7.9,0.25,GLYMX
6/1/2012,T3,R3,-4.56,12.63,1.46,2012,7.9,0.19,GLYMX
6/1/2012,T3,R4,-2.72,17.48,1.55,2012,7.9,0.19,GLYMX
6/1/2012,T4,R1,-5.73,27.19,1.55,2012,7.9,0.17,GLYMX
6/1/2012,T4,R2,0.19,23.31,3.11,2012,7.9,0.25,GLYMX
6/1/2012,T4,R3,-3.3,18.45,1.75,2012,7.9,0.22,GLYMX
6/1/2012,T4,R4,-1.65,15.54,2.23,2012,7.9,0.19,GLYMX
6/1/2012,T5,R1,3.21,10.68,0.49,2012,7.9,0.19,
6/1/2012,T5,R2,-3.11,7.77,0.78,2012,7.9,0.17,
6/1/2012,T5,R3,-8.74,5.83,1.26,2012,7.9,0.21,
6/1/2012,T5,R4,7.67,12.63,0.97,2012,7.9,0.17,
6/1/2012,T6,R1,2.82,25.25,1.75,2012,7.9,0.19,
6/1/2012,T6,R2,-0.58,35.94,3.59,2012,7.9,0.19,
6/1/2012,T6,R3,-2.14,20.4,22.24,2012,7.9,0.23,
6/1/2012,T6,R4,-4.37,48.56,41.37,2012,7.9,0.21,
6/1/2012,T7,R1,-6.51,21.37,1.36,2012,7.9,0.21,
6/1/2012,T7,R2,-13.31,36.91,1.85,2012,7.9,0.21,
6/1/2012,T7,R3,2.14,33.99,2.43,2012,7.9,0.16,
6/1/2012,T7,R4,-0.87,32.05,1.46,2012,7.9,0.19,
6/1/2012,T8,R1,-16.32,38.85,1.75,2012,7.9,0.25,
6/1/2012,T8,R2,-13.69,34.96,2.43,2012,7.9,0.19,
6/1/2012,T8,R3,-1.07,44.68,3.01,2012,7.9,0.22,
6/1/2012,T8,R4,-22.44,27.19,0.97,2012,7.9,0.18,
5/18/2012,T1,R1,5.72,15.51,-0.68,2012,8.4,0.12,GLYMX
5/18/2012,T1,R2,-1.16,22.3,2.04,2012,8.4,0.14,GLYMX
5/18/2012,T1,R3,-0.87,22.3,1.16,2012,8.4,0.1,GLYMX
5/18/2012,T1,R4,,16.48,0.78,2012,8.4,0.13,GLYMX
5/18/2012,T2,R1,,10.66,0.29,2012,8.4,0.12,GLYMX
5/18/2012,T2,R2,10.18,8.72,-0.39,2012,8.4,0.12,GLYMX
5/18/2012,T2,R3,-7.37,8.72,2.33,2012,8.4,0.13,GLYMX
5/18/2012,T2,R4,8.82,8.72,2.04,2012,8.4,0.17,GLYMX
5/18/2012,T3,R1,-9.89,20.36,1.26,2012,8.4,0.15,GLYMX
5/18/2012,T3,R2,1.94,25.2,2.33,2012,8.4,0.12,GLYMX
5/18/2012,T3,R3,,5.82,0.48,2012,8.4,0.1,GLYMX
5/18/2012,T3,R4,5.04,28.11,-0.19,2012,8.4,0.12,GLYMX
5/18/2012,T4,R1,-1.36,46.53,0.58,2012,8.4,0.14,GLYMX
5/18/2012,T4,R2,,42.65,0.29,2012,8.4,0.15,GLYMX
5/18/2012,T4,R3,3.3,47.5,0.39,2012,8.4,0.16,GLYMX
5/18/2012,T4,R4,-3.1,51.38,1.45,2012,8.4,0.14,GLYMX
5/18/2012,T5,R1,-5.14,15.51,-0.29,2012,8.4,0.14,
5/18/2012,T5,R2,-7.66,14.54,-0.68,2012,8.4,0.11,
5/18/2012,T5,R3,-0.58,14.54,1.55,2012,8.4,0.12,
5/18/2012,T5,R4,-8.53,12.6,1.16,2012,8.4,0.11,
5/18/2012,T6,R1,-7.17,42.65,0.68,2012,8.4,0.16,
5/18/2012,T6,R2,0.87,49.44,0,2012,8.4,0.12,
5/18/2012,T6,R3,-5.14,36.84,1.45,2012,8.4,0.17,
5/18/2012,T6,R4,-7.76,56.22,3.97,2012,8.4,0.12,
5/18/2012,T7,R1,4.17,33.93,0.58,2012,8.4,0.12,
5/18/2012,T7,R2,-4.07,36.84,0.29,2012,8.4,0.12,
5/18/2012,T7,R4,-1.36,37.81,0.1,2012,8.4,0.09,
5/18/2012,T8,R1,-6.88,37.81,0.39,2012,8.4,0.16,
5/18/2012,T8,R2,,48.47,1.26,2012,8.4,0.19,
5/18/2012,T8,R3,-9.98,66.89,1.55,2012,8.4,0.16,
5/18/2012,T8,R4,-0.87,47.5,2.13,2012,8.4,0.16,
4/26/2012,T1,R1,-3.78,7.76,1.16,2012,8.4,0.14,GLYMX
4/26/2012,T1,R2,0.1,19.39,0.58,2012,8.4,0.2,GLYMX
4/26/2012,T1,R3,-0.1,11.64,0.97,2012,8.4,0.14,GLYMX
4/26/2012,T1,R4,0.19,9.7,1.55,2012,8.4,0.17,GLYMX
4/26/2012,T2,R1,-0.1,11.64,1.36,2012,8.4,0.16,GLYMX
4/26/2012,T2,R2,-0.29,8.73,0.19,2012,8.4,0.13,GLYMX
4/26/2012,T2,R3,-0.39,8.73,2.62,2012,8.4,0.15,GLYMX
4/26/2012,T2,R4,0.1,4.85,0.48,2012,8.4,0.2,GLYMX
4/26/2012,T3,R1,0,9.7,1.55,2012,8.4,0.17,GLYMX
4/26/2012,T3,R2,0,14.54,0.97,2012,8.4,0.17,GLYMX
4/26/2012,T3,R3,0.1,13.58,2.72,2012,8.4,0.15,GLYMX
4/26/2012,T3,R4,0.1,7.76,0.68,2012,8.4,0.15,GLYMX
4/26/2012,T4,R1,-0.19,15.51,0.58,2012,8.4,0.16,GLYMX
4/26/2012,T4,R2,0,19.39,2.62,2012,8.4,0.2,GLYMX
4/26/2012,T4,R3,0,14.54,0.87,2012,8.4,0.21,GLYMX
4/26/2012,T4,R4,-0.48,4.85,0.39,2012,8.4,0.17,GLYMX
4/26/2012,T5,R1,0.1,11.64,0.68,2012,8.4,0.18,
4/26/2012,T5,R2,0.58,7.76,-0.19,2012,8.4,0.18,
4/26/2012,T5,R3,0,10.67,0.29,2012,8.4,0.17,
4/26/2012,T5,R4,0.19,11.64,1.65,2012,8.4,0.16,
4/26/2012,T6,R1,-0.39,40.73,2.72,2012,8.4,0.2,
4/26/2012,T6,R2,-0.1,39.76,2.62,2012,8.4,0.18,
4/26/2012,T6,R3,-0.19,34.91,12.02,2012,8.4,0.23,
4/26/2012,T6,R4,-0.1,35.88,0.58,2012,8.4,0.18,
4/26/2012,T7,R1,0,20.36,-0.29,2012,8.4,0.18,
4/26/2012,T7,R2,0.1,18.42,-0.48,2012,8.4,0.22,
4/26/2012,T7,R3,-0.19,40.73,2.81,2012,8.4,0.2,
4/26/2012,T7,R4,-0.19,30.06,0.58,2012,8.4,0.18,
4/26/2012,T8,R1,1.75,22.3,0.39,2012,8.4,0.22,
4/26/2012,T8,R2,-0.78,34.91,0.78,2012,8.4,0.29,
4/26/2012,T8,R3,-0.19,51.39,3.1,2012,8.4,0.26,
4/26/2012,T8,R4,-0.68,31.03,1.16,2012,8.4,0.26,
4/12/2012,T1,R1,2.2,5,1,2012,0,0.12,GLYMX
4/12/2012,T1,R2,-2.5,13.99,0.3,2012,0,0.2,GLYMX
4/12/2012,T1,R3,-0.7,6,0,2012,0,0.12,GLYMX
4/12/2012,T1,R4,4.9,9,2.6,2012,0,0.16,GLYMX
4/12/2012,T2,R1,-0.5,5,0.6,2012,0,0.13,GLYMX
4/12/2012,T2,R2,0.6,6,-0.3,2012,0,0.12,GLYMX
4/12/2012,T2,R3,-2.7,7,-0.4,2012,0,0.14,GLYMX
4/12/2012,T2,R4,-1,4,0.4,2012,0,0.17,GLYMX
4/12/2012,T3,R1,-1.2,7,-1.1,2012,0,0.15,GLYMX
4/12/2012,T3,R2,-2.8,10,1.8,2012,0,0.15,GLYMX
4/12/2012,T3,R3,0.6,8,1.1,2012,0,0.12,GLYMX
4/12/2012,T3,R4,-3,8,-2.3,2012,0,0.15,GLYMX
4/12/2012,T4,R1,-0.3,9,0.7,2012,0,0.14,GLYMX
4/12/2012,T4,R2,1.2,17.99,1.1,2012,0,0.17,GLYMX
4/12/2012,T4,R3,3.1,11.99,2,2012,0,0.19,GLYMX
4/12/2012,T4,R4,-3.9,8,-4,2012,0,0.15,GLYMX
4/12/2012,T5,R1,-0.1,9,0.3,2012,0,0.16,
4/12/2012,T5,R2,5.2,5,4.6,2012,0,0.13,
4/12/2012,T5,R3,-1.1,6,-1.7,2012,0,0.15,
4/12/2012,T5,R4,9.4,5,6,2012,0,0.14,
4/12/2012,T6,R1,-0.6,23.99,0.8,2012,0,0.19,
4/12/2012,T6,R2,0.3,21.99,0.9,2012,0,0.17,
4/12/2012,T6,R3,-2,33.98,2,2012,0,0.22,
4/12/2012,T6,R4,1.6,22.99,3.4,2012,0,0.14,
4/12/2012,T7,R1,-1.7,11.99,-1.2,2012,0,0.17,
4/12/2012,T7,R2,-0.9,9,1.8,2012,0,0.2,
4/12/2012,T7,R3,-0.2,19.99,-5.6,2012,0,0.17,
4/12/2012,T7,R4,-2.2,12.99,1.1,2012,0,0.14,
4/12/2012,T8,R1,-5.2,20.99,2.3,2012,0,0.26,
4/12/2012,T8,R2,4.1,23.99,1.1,2012,0,0.22,
4/12/2012,T8,R3,-7.4,35.98,5.4,2012,0,0.29,
4/12/2012,T8,R4,-16.49,15.99,-0.9,2012,0,0.32,
3/29/2012,T1,R1,0.3,4.95,0,2012,2.5,0.15,GLYMX
3/29/2012,T1,R2,0.2,7.92,1.49,2012,2.5,0.2,GLYMX
3/29/2012,T1,R3,-0.2,4.95,0.59,2012,2.5,0.13,GLYMX
3/29/2012,T1,R4,0,11.89,-0.3,2012,2.5,0.16,GLYMX
3/29/2012,T2,R1,0.89,5.94,1.88,2012,2.5,0.16,GLYMX
3/29/2012,T2,R2,2.38,8.91,0.59,2012,2.5,0.12,GLYMX
3/29/2012,T2,R3,0.1,4.95,1.88,2012,2.5,0.15,GLYMX
3/29/2012,T2,R4,0.1,3.96,-0.5,2012,2.5,0.2,GLYMX
3/29/2012,T3,R1,-0.3,5.94,1.88,2012,2.5,0.18,GLYMX
3/29/2012,T3,R2,-1.09,6.93,1.29,2012,2.5,0.14,GLYMX
3/29/2012,T3,R3,0.3,6.93,1.88,2012,2.5,0.13,GLYMX
3/29/2012,T3,R4,-1.09,5.94,-0.3,2012,2.5,0.16,GLYMX
3/29/2012,T4,R1,-0.59,12.88,0.69,2012,2.5,0.15,GLYMX
3/29/2012,T4,R2,1.49,10.9,0.3,2012,2.5,0.2,GLYMX
3/29/2012,T4,R3,1.39,7.92,-0.2,2012,2.5,0.2,GLYMX
3/29/2012,T4,R4,0.2,21.79,1.39,2012,2.5,0.19,GLYMX
3/29/2012,T5,R1,2.77,10.9,1.09,2012,2.5,0.19,
3/29/2012,T5,R2,-0.3,5.94,0,2012,2.5,0.14,
3/29/2012,T5,R3,-0.1,6.93,1.98,2012,2.5,0.18,
3/29/2012,T5,R4,-0.69,6.93,0.79,2012,2.5,0.16,
3/29/2012,T6,R1,-0.69,22.78,0.2,2012,2.5,0.22,
3/29/2012,T6,R2,0.2,21.79,0.79,2012,2.5,0.17,
3/29/2012,T6,R3,-1.39,15.85,0.5,2012,2.5,0.2,
3/29/2012,T6,R4,0.69,28.72,0.5,2012,2.5,0.16,
3/29/2012,T7,R1,-1.68,10.9,0.59,2012,2.5,0.19,
3/29/2012,T7,R2,0.4,8.91,0.89,2012,2.5,0.22,
3/29/2012,T7,R3,-0.4,18.82,1.29,2012,2.5,0.18,
3/29/2012,T7,R4,-0.59,12.88,0.4,2012,2.5,0.16,
3/29/2012,T8,R1,-5.55,23.77,2.38,2012,2.5,0.22,
3/29/2012,T8,R2,-5.45,21.79,0.99,2012,2.5,0.25,
3/29/2012,T8,R3,-2.67,30.71,2.97,2012,2.5,0.23,
3/29/2012,T8,R4,0.1,16.84,-0.4,2012,2.5,0.27,
11/9/2011,T1,R1,8.76,6.67,4.67,2011,13.5,,ZEAMX
11/9/2011,T1,R2,-0.38,2.86,0.19,2011,13.5,,ZEAMX
11/9/2011,T1,R3,4.1,4.76,1.52,2011,13.5,,ZEAMX
11/9/2011,T1,R4,-2.67,3.81,0.48,2011,13.5,,ZEAMX
11/9/2011,T2,R1,3.43,4.76,1.14,2011,13.5,,ZEAMX
11/9/2011,T2,R2,-1.33,7.62,8.76,2011,13.5,,ZEAMX
11/9/2011,T2,R3,-5.43,0.95,-0.1,2011,13.5,,ZEAMX
11/9/2011,T2,R4,-0.29,3.81,1.05,2011,13.5,,ZEAMX
11/9/2011,T3,R1,0.95,3.81,0.67,2011,13.5,,ZEAMX
11/9/2011,T3,R2,-6.86,3.81,-0.1,2011,13.5,,ZEAMX
11/9/2011,T3,R3,-2.48,3.81,-0.38,2011,13.5,,ZEAMX
11/9/2011,T3,R4,-0.95,1.9,0.29,2011,13.5,,ZEAMX
11/9/2011,T4,R1,-1.24,1.9,-0.95,2011,13.5,,ZEAMX
11/9/2011,T4,R2,-0.86,7.62,1.52,2011,13.5,,ZEAMX
11/9/2011,T4,R3,-0.67,8.57,-0.95,2011,13.5,,ZEAMX
11/9/2011,T4,R4,-7.71,2.86,6.19,2011,13.5,,ZEAMX
11/9/2011,T5,R1,-3.05,12.38,-0.19,2011,13.5,,
11/9/2011,T5,R2,-0.76,0.95,-0.76,2011,13.5,,
11/9/2011,T5,R3,0.76,10.48,0.86,2011,13.5,,
11/9/2011,T5,R4,1.14,3.81,0.48,2011,13.5,,
11/9/2011,T6,R1,-2,13.33,1.9,2011,13.5,,
11/9/2011,T6,R2,4.29,13.33,3.14,2011,13.5,,
11/9/2011,T6,R3,-1.43,10.48,0.1,2011,13.5,,
11/9/2011,T6,R4,2.76,11.43,2.86,2011,13.5,,
11/9/2011,T7,R1,0.38,6.67,0.57,2011,13.5,,
11/9/2011,T7,R2,-2.67,5.71,-1.24,2011,13.5,,
11/9/2011,T7,R3,0.57,14.29,0.86,2011,13.5,,
11/9/2011,T7,R4,-5.14,5.71,-0.19,2011,13.5,,
11/9/2011,T8,R1,-1.52,18.1,8.1,2011,13.5,,
11/9/2011,T8,R2,9.24,29.53,4.67,2011,13.5,,
11/9/2011,T8,R3,1.33,15.24,0.67,2011,13.5,,
11/9/2011,T8,R4,0.38,12.38,-0.48,2011,13.5,,
10/13/2011,T1,R1,-2.2,10.54,1.34,2011,11.7,0.14,ZEAMX
10/13/2011,T1,R2,-2.97,12.46,3.35,2011,11.7,0.18,ZEAMX
10/13/2011,T1,R3,1.34,10.54,0.38,2011,11.7,0.13,ZEAMX
10/13/2011,T1,R4,3.55,13.42,1.63,2011,11.7,0.15,ZEAMX
10/13/2011,T2,R1,0.86,15.33,1.25,2011,11.7,0.15,ZEAMX
10/13/2011,T2,R2,-1.34,14.38,10.54,2011,11.7,0.11,ZEAMX
10/13/2011,T2,R3,-1.44,7.67,-0.29,2011,11.7,0.15,ZEAMX
10/13/2011,T2,R4,-1.44,9.58,0.77,2011,11.7,0.19,ZEAMX
10/13/2011,T3,R1,0.19,16.29,2.4,2011,11.7,0.16,ZEAMX
10/13/2011,T3,R2,-1.05,10.54,0.86,2011,11.7,0.14,ZEAMX
10/13/2011,T3,R3,-0.1,17.25,2.01,2011,11.7,0.14,ZEAMX
10/13/2011,T3,R4,-3.07,12.46,1.82,2011,11.7,0.12,ZEAMX
10/13/2011,T4,R1,-0.19,14.38,2.11,2011,11.7,0.14,ZEAMX
10/13/2011,T4,R2,-0.38,20.13,0.96,2011,11.7,0.19,ZEAMX
10/13/2011,T4,R3,-1.15,18.21,1.05,2011,11.7,0.19,ZEAMX
10/13/2011,T4,R4,1.25,16.29,1.53,2011,11.7,0.18,ZEAMX
10/13/2011,T5,R1,-1.53,13.42,-0.1,2011,11.7,0.08,
10/13/2011,T5,R2,0.96,14.38,0.19,2011,11.7,0.09,
10/13/2011,T5,R3,-3.26,11.5,0.48,2011,11.7,0.09,
10/13/2011,T5,R4,-1.15,12.46,1.34,2011,11.7,0.11,
10/13/2011,T6,R1,-3.55,49.84,1.92,2011,11.7,0.15,
10/13/2011,T6,R2,-2.78,45.04,3.26,2011,11.7,0.14,
