# Fertilizer Application Report for the MCSE,,,,,,,,,,
#,,,,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/159,,,,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/159.csv,,,,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/7.eml,,,,,,,,,,
#,,,,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,,,,
#,,,,,,,,,,
#     VARIATE TABLE,,,,,,,,,,
"# obs_date		Date of the observation",,,,,,,,,,
"# treatment		LTER Main Site Treatment",,,,,,,,,,
"# replicate		LTER replicate that the observation is taken from",,,,,,,,,,
"# plot		LTER plot",,,,,,,,,,
"# material		The fertiizer material used",,,,,,,,,,
"# rate_kg_ha	kilogramsPerHectare	The rate of fertilizer application in kg per ha",,,,,,,,,,
"# n_rate_kg_ha	kilogramsPerHectare	The N fertilization  rate in kg per ha rounded to the nearest kg",,,,,,,,,,
"# p_rate_kg_ha	kilogramsPerHectare	The P fertilization rate in kg per ha rounded to the nearest kg",,,,,,,,,,
"# k_rate_kg_ha	kilogramsPerHectare	The K fertilization rate in kg per ha rounded to the nearest kg",,,,,,,,,,
"# comment		The full aglog entry",,,,,,,,,,
"# source		The URL of the aglog entry",,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,,,,,,,
#!!! Use with caution. If the aglog entries are not filled out completely data will be missing here.!!!,,,,,,,,,,
#,,,,,,,,,,
#2020-05-06 Sven Bohm. Added source URL,,,,,,,,,,
#,,,,,kilogramsPerHectare,kilogramsPerHectare,kilogramsPerHectare,kilogramsPerHectare,,
obs_date,treatment,replicate,plot,material,rate_kg_ha,n_rate_kg_ha,p_rate_kg_ha,k_rate_kg_ha,comment,source
9/1/2016,T2,R6,T2R6,Ammonium sulfate (AMS),4,1,,,"
Sprayed LTER Main Site T2 plots reps (5, 2, 3, 4, 2, 6) and lysimeter field for post harvest burndown. Plots sprayed with RoundUp Power Max at 44 oz/A, 2,4-D Ester at 1 qt/A and Ammonium Sulfate at 17 lbs/ 100 gal of carrier, and anti-foaming agent at 1 oz/ 100 gal of carrier. Time of application was 10:00 a.m. with weather conditions sunny 62 degrees F, 86% humidity with winds 3-6 mph out of the north east. End time of application was 2:20 p.m. with weather conditions sunny 73 degrees F, 58% humidity with winds 6-10 mph of the north west/north east.",http://aglog.kbs.msu.edu/observations/3714
9/1/2016,T2,R1,T2R1,Ammonium sulfate (AMS),4,1,,,"
Sprayed LTER Main Site T2 plots reps (5, 2, 3, 4, 2, 6) and lysimeter field for post harvest burndown. Plots sprayed with RoundUp Power Max at 44 oz/A, 2,4-D Ester at 1 qt/A and Ammonium Sulfate at 17 lbs/ 100 gal of carrier, and anti-foaming agent at 1 oz/ 100 gal of carrier. Time of application was 10:00 a.m. with weather conditions sunny 62 degrees F, 86% humidity with winds 3-6 mph out of the north east. End time of application was 2:20 p.m. with weather conditions sunny 73 degrees F, 58% humidity with winds 6-10 mph of the north west/north east.",http://aglog.kbs.msu.edu/observations/3714
9/1/2016,T2,R5,T2R5,Ammonium sulfate (AMS),4,1,,,"
Sprayed LTER Main Site T2 plots reps (5, 2, 3, 4, 2, 6) and lysimeter field for post harvest burndown. Plots sprayed with RoundUp Power Max at 44 oz/A, 2,4-D Ester at 1 qt/A and Ammonium Sulfate at 17 lbs/ 100 gal of carrier, and anti-foaming agent at 1 oz/ 100 gal of carrier. Time of application was 10:00 a.m. with weather conditions sunny 62 degrees F, 86% humidity with winds 3-6 mph out of the north east. End time of application was 2:20 p.m. with weather conditions sunny 73 degrees F, 58% humidity with winds 6-10 mph of the north west/north east.",http://aglog.kbs.msu.edu/observations/3715
9/1/2016,T2,R6,T2R6,Ammonium sulfate (AMS),4,1,,,"
Sprayed LTER Main Site T2 plots reps (5, 2, 3, 4, 2, 6) and lysimeter field for post harvest burndown. Plots sprayed with RoundUp Power Max at 44 oz/A, 2,4-D Ester at 1 qt/A and Ammonium Sulfate at 17 lbs/ 100 gal of carrier, and anti-foaming agent at 1 oz/ 100 gal of carrier. Time of application was 10:00 a.m. with weather conditions sunny 62 degrees F, 86% humidity with winds 3-6 mph out of the north east. End time of application was 2:20 p.m. with weather conditions sunny 73 degrees F, 58% humidity with winds 6-10 mph of the north west/north east.",http://aglog.kbs.msu.edu/observations/3715
9/1/2016,T2,R2,T2R2,Ammonium sulfate (AMS),4,1,,,"
Sprayed LTER Main Site T2 plots reps (5, 2, 3, 4, 2, 6) and lysimeter field for post harvest burndown. Plots sprayed with RoundUp Power Max at 44 oz/A, 2,4-D Ester at 1 qt/A and Ammonium Sulfate at 17 lbs/ 100 gal of carrier, and anti-foaming agent at 1 oz/ 100 gal of carrier. Time of application was 10:00 a.m. with weather conditions sunny 62 degrees F, 86% humidity with winds 3-6 mph out of the north east. End time of application was 2:20 p.m. with weather conditions sunny 73 degrees F, 58% humidity with winds 6-10 mph of the north west/north east.",http://aglog.kbs.msu.edu/observations/3714
9/1/2016,T2,R3,T2R3,Ammonium sulfate (AMS),4,1,,,"
Sprayed LTER Main Site T2 plots reps (5, 2, 3, 4, 2, 6) and lysimeter field for post harvest burndown. Plots sprayed with RoundUp Power Max at 44 oz/A, 2,4-D Ester at 1 qt/A and Ammonium Sulfate at 17 lbs/ 100 gal of carrier, and anti-foaming agent at 1 oz/ 100 gal of carrier. Time of application was 10:00 a.m. with weather conditions sunny 62 degrees F, 86% humidity with winds 3-6 mph out of the north east. End time of application was 2:20 p.m. with weather conditions sunny 73 degrees F, 58% humidity with winds 6-10 mph of the north west/north east.",http://aglog.kbs.msu.edu/observations/3714
9/1/2016,T2,R4,T2R4,Ammonium sulfate (AMS),4,1,,,"
Sprayed LTER Main Site T2 plots reps (5, 2, 3, 4, 2, 6) and lysimeter field for post harvest burndown. Plots sprayed with RoundUp Power Max at 44 oz/A, 2,4-D Ester at 1 qt/A and Ammonium Sulfate at 17 lbs/ 100 gal of carrier, and anti-foaming agent at 1 oz/ 100 gal of carrier. Time of application was 10:00 a.m. with weather conditions sunny 62 degrees F, 86% humidity with winds 3-6 mph out of the north east. End time of application was 2:20 p.m. with weather conditions sunny 73 degrees F, 58% humidity with winds 6-10 mph of the north west/north east.",http://aglog.kbs.msu.edu/observations/3714
4/22/2016,T2,R1,T2R1,11-0-0-26,84,9,8,8,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R6,T2R6,11-0-0-26,84,9,8,8,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R5,T2R5,11-0-0-26,84,9,8,8,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R4,T2R4,11-0-0-26,84,9,8,8,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R3,T2R3,11-0-0-26,84,9,8,8,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R2,T2R2,11-0-0-26,84,9,8,8,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R5,T2R5,28% UAN (28-0-0),120,34,0,0,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R3,T2R3,28% UAN (28-0-0),120,34,0,0,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R2,T2R2,28% UAN (28-0-0),120,34,0,0,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R4,T2R4,28% UAN (28-0-0),120,34,0,0,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R1,T2R1,28% UAN (28-0-0),120,34,0,0,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/22/2016,T2,R6,T2R6,28% UAN (28-0-0),120,34,0,0,"Fertilized LTER Main Site treatment T2 all replications (6, 5, 2, 3, 4, 1) with a blended mixture of ((28-0-0) and (11-0-0-26)  (together figured by weight have a fertilizer analysis of 20-0-0-12). The blend (20-0-0-12) was applied at 19 gallons/A, one gallon weighs 10.83 lbs so it provided 41 lbs of N/A, and 25 lbs of sulfur/A.

Started spraying at 9:20 a.m. weather conditions were taken at 11:15 a.m. and 12:50 p.m. but did not vary much from 9:20 a.m. At 11:15 it was cloudy 54 degrees F, 98 % humidity 54 degrees F dew point with 0-5 mph north winds. Conditions at 12:50 p.m. it was cloudy 55 degrees F, 99 % humidity with 4-7 mph north winds.",http://aglog.kbs.msu.edu/observations/3583
4/16/2016,T2,R6,T2R6,Ammonium sulfate (AMS),3,1,,,"Sprayed LTER Main Site Treatment T1, all replications (6, 5, 1, 4, 2, 3), T2 all replications (6, 1, 4, 3, 2, 5), T8nt plots, N-Rate Study, and Lysimeter field for post emergence weed control in winter wheat. 

 Plots sprayed with a tank mix of Anti-Foaming agent at 1oz/100 gal of carrier, Ammonium Sulfate at 3lbs/A, Powerflex HL at 2 oz/A and Premier (90%) non-ionic surfactant at 0.5% v/v (2 qt/100 gal carrier). 

Time of application was 9:20 a.m. - 5:30 p.m. Weather conditions 9:20 a.m. were sunny, temperature was 54°F 56% humidity 3-5 mph East wind, 11:35 a.m. sunny 63 degrees F 43% humidity 1-2 mph East wind, 12:20 p.m. sunny 72 degrees F 43 % humidity 2-5 mph  East, South East wind, 2:30 p.m. sunny 75 degrees F, 27 % humidity, 5-11 mph South East wind, 3:10 p.m. 75 degrees F 28 % humidity 5-10 mph East wind, 5:30 p.m. 76 degrees F, 29 % humidity, 1-7 mph East South East wind.

Equipment used: JD 5220 tractor traveling 4.8 mph (gear C1, 1550 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and John Deere Rate Controller. Nozzles were Turbo Teejet 11003 flat fans spaced 15 inches apart with a total boom length of 30 feet. 20-30 psi was used. Water applied at 20 gals/A  was used as the carrier.",http://aglog.kbs.msu.edu/observations/3573
4/16/2016,T2,R1,T2R1,Ammonium sulfate (AMS),3,1,,,"Sprayed LTER Main Site Treatment T1, all replications (6, 5, 1, 4, 2, 3), T2 all replications (6, 1, 4, 3, 2, 5), T8nt plots, N-Rate Study, and Lysimeter field for post emergence weed control in winter wheat. 

 Plots sprayed with a tank mix of Anti-Foaming agent at 1oz/100 gal of carrier, Ammonium Sulfate at 3lbs/A, Powerflex HL at 2 oz/A and Premier (90%) non-ionic surfactant at 0.5% v/v (2 qt/100 gal carrier). 

Time of application was 9:20 a.m. - 5:30 p.m. Weather conditions 9:20 a.m. were sunny, temperature was 54°F 56% humidity 3-5 mph East wind, 11:35 a.m. sunny 63 degrees F 43% humidity 1-2 mph East wind, 12:20 p.m. sunny 72 degrees F 43 % humidity 2-5 mph  East, South East wind, 2:30 p.m. sunny 75 degrees F, 27 % humidity, 5-11 mph South East wind, 3:10 p.m. 75 degrees F 28 % humidity 5-10 mph East wind, 5:30 p.m. 76 degrees F, 29 % humidity, 1-7 mph East South East wind.

Equipment used: JD 5220 tractor traveling 4.8 mph (gear C1, 1550 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and John Deere Rate Controller. Nozzles were Turbo Teejet 11003 flat fans spaced 15 inches apart with a total boom length of 30 feet. 20-30 psi was used. Water applied at 20 gals/A  was used as the carrier.",http://aglog.kbs.msu.edu/observations/3573
4/16/2016,T2,R2,T2R2,Ammonium sulfate (AMS),3,1,,,"Sprayed LTER Main Site Treatment T1, all replications (6, 5, 1, 4, 2, 3), T2 all replications (6, 1, 4, 3, 2, 5), T8nt plots, N-Rate Study, and Lysimeter field for post emergence weed control in winter wheat. 

 Plots sprayed with a tank mix of Anti-Foaming agent at 1oz/100 gal of carrier, Ammonium Sulfate at 3lbs/A, Powerflex HL at 2 oz/A and Premier (90%) non-ionic surfactant at 0.5% v/v (2 qt/100 gal carrier). 

Time of application was 9:20 a.m. - 5:30 p.m. Weather conditions 9:20 a.m. were sunny, temperature was 54°F 56% humidity 3-5 mph East wind, 11:35 a.m. sunny 63 degrees F 43% humidity 1-2 mph East wind, 12:20 p.m. sunny 72 degrees F 43 % humidity 2-5 mph  East, South East wind, 2:30 p.m. sunny 75 degrees F, 27 % humidity, 5-11 mph South East wind, 3:10 p.m. 75 degrees F 28 % humidity 5-10 mph East wind, 5:30 p.m. 76 degrees F, 29 % humidity, 1-7 mph East South East wind.

Equipment used: JD 5220 tractor traveling 4.8 mph (gear C1, 1550 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and John Deere Rate Controller. Nozzles were Turbo Teejet 11003 flat fans spaced 15 inches apart with a total boom length of 30 feet. 20-30 psi was used. Water applied at 20 gals/A  was used as the carrier.",http://aglog.kbs.msu.edu/observations/3573
4/16/2016,T2,R3,T2R3,Ammonium sulfate (AMS),3,1,,,"Sprayed LTER Main Site Treatment T1, all replications (6, 5, 1, 4, 2, 3), T2 all replications (6, 1, 4, 3, 2, 5), T8nt plots, N-Rate Study, and Lysimeter field for post emergence weed control in winter wheat. 

 Plots sprayed with a tank mix of Anti-Foaming agent at 1oz/100 gal of carrier, Ammonium Sulfate at 3lbs/A, Powerflex HL at 2 oz/A and Premier (90%) non-ionic surfactant at 0.5% v/v (2 qt/100 gal carrier). 

Time of application was 9:20 a.m. - 5:30 p.m. Weather conditions 9:20 a.m. were sunny, temperature was 54°F 56% humidity 3-5 mph East wind, 11:35 a.m. sunny 63 degrees F 43% humidity 1-2 mph East wind, 12:20 p.m. sunny 72 degrees F 43 % humidity 2-5 mph  East, South East wind, 2:30 p.m. sunny 75 degrees F, 27 % humidity, 5-11 mph South East wind, 3:10 p.m. 75 degrees F 28 % humidity 5-10 mph East wind, 5:30 p.m. 76 degrees F, 29 % humidity, 1-7 mph East South East wind.

Equipment used: JD 5220 tractor traveling 4.8 mph (gear C1, 1550 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and John Deere Rate Controller. Nozzles were Turbo Teejet 11003 flat fans spaced 15 inches apart with a total boom length of 30 feet. 20-30 psi was used. Water applied at 20 gals/A  was used as the carrier.",http://aglog.kbs.msu.edu/observations/3573
4/16/2016,T2,R4,T2R4,Ammonium sulfate (AMS),3,1,,,"Sprayed LTER Main Site Treatment T1, all replications (6, 5, 1, 4, 2, 3), T2 all replications (6, 1, 4, 3, 2, 5), T8nt plots, N-Rate Study, and Lysimeter field for post emergence weed control in winter wheat. 

 Plots sprayed with a tank mix of Anti-Foaming agent at 1oz/100 gal of carrier, Ammonium Sulfate at 3lbs/A, Powerflex HL at 2 oz/A and Premier (90%) non-ionic surfactant at 0.5% v/v (2 qt/100 gal carrier). 

Time of application was 9:20 a.m. - 5:30 p.m. Weather conditions 9:20 a.m. were sunny, temperature was 54°F 56% humidity 3-5 mph East wind, 11:35 a.m. sunny 63 degrees F 43% humidity 1-2 mph East wind, 12:20 p.m. sunny 72 degrees F 43 % humidity 2-5 mph  East, South East wind, 2:30 p.m. sunny 75 degrees F, 27 % humidity, 5-11 mph South East wind, 3:10 p.m. 75 degrees F 28 % humidity 5-10 mph East wind, 5:30 p.m. 76 degrees F, 29 % humidity, 1-7 mph East South East wind.

Equipment used: JD 5220 tractor traveling 4.8 mph (gear C1, 1550 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and John Deere Rate Controller. Nozzles were Turbo Teejet 11003 flat fans spaced 15 inches apart with a total boom length of 30 feet. 20-30 psi was used. Water applied at 20 gals/A  was used as the carrier.",http://aglog.kbs.msu.edu/observations/3573
4/16/2016,T2,R5,T2R5,Ammonium sulfate (AMS),3,1,,,"Sprayed LTER Main Site Treatment T1, all replications (6, 5, 1, 4, 2, 3), T2 all replications (6, 1, 4, 3, 2, 5), T8nt plots, N-Rate Study, and Lysimeter field for post emergence weed control in winter wheat. 

 Plots sprayed with a tank mix of Anti-Foaming agent at 1oz/100 gal of carrier, Ammonium Sulfate at 3lbs/A, Powerflex HL at 2 oz/A and Premier (90%) non-ionic surfactant at 0.5% v/v (2 qt/100 gal carrier). 

Time of application was 9:20 a.m. - 5:30 p.m. Weather conditions 9:20 a.m. were sunny, temperature was 54°F 56% humidity 3-5 mph East wind, 11:35 a.m. sunny 63 degrees F 43% humidity 1-2 mph East wind, 12:20 p.m. sunny 72 degrees F 43 % humidity 2-5 mph  East, South East wind, 2:30 p.m. sunny 75 degrees F, 27 % humidity, 5-11 mph South East wind, 3:10 p.m. 75 degrees F 28 % humidity 5-10 mph East wind, 5:30 p.m. 76 degrees F, 29 % humidity, 1-7 mph East South East wind.

Equipment used: JD 5220 tractor traveling 4.8 mph (gear C1, 1550 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and John Deere Rate Controller. Nozzles were Turbo Teejet 11003 flat fans spaced 15 inches apart with a total boom length of 30 feet. 20-30 psi was used. Water applied at 20 gals/A  was used as the carrier.",http://aglog.kbs.msu.edu/observations/3573
3/30/2016,T2,R5,T2R5,0-0-60 potash fertilizer,112,0,0,33,"Fertilized LTER Main Site treatment T2, all replications (1, 4, 3, 2, 5, 6) with MAP (11-52-0) and potash (0-0-60) blend at 275 lbs/A. MAP was applied at 175 lbs/A providing 19 lbs/A of N, and 91 lbs/A of P2O5. Potash was applied at 100 lbs/A providing 60 lbs/A of K2O. 
 Average speed while spreading was 2.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 64 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 201; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",http://aglog.kbs.msu.edu/observations/3568
3/30/2016,T2,R3,T2R3,0-0-60 potash fertilizer,112,0,0,33,"Fertilized LTER Main Site treatment T2, all replications (1, 4, 3, 2, 5, 6) with MAP (11-52-0) and potash (0-0-60) blend at 275 lbs/A. MAP was applied at 175 lbs/A providing 19 lbs/A of N, and 91 lbs/A of P2O5. Potash was applied at 100 lbs/A providing 60 lbs/A of K2O. 
 Average speed while spreading was 2.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 64 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 201; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",http://aglog.kbs.msu.edu/observations/3568
3/30/2016,T2,R2,T2R2,0-0-60 potash fertilizer,112,0,0,33,"Fertilized LTER Main Site treatment T2, all replications (1, 4, 3, 2, 5, 6) with MAP (11-52-0) and potash (0-0-60) blend at 275 lbs/A. MAP was applied at 175 lbs/A providing 19 lbs/A of N, and 91 lbs/A of P2O5. Potash was applied at 100 lbs/A providing 60 lbs/A of K2O. 
 Average speed while spreading was 2.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 64 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 201; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",http://aglog.kbs.msu.edu/observations/3568
3/30/2016,T2,R1,T2R1,0-0-60 potash fertilizer,112,0,0,33,"Fertilized LTER Main Site treatment T2, all replications (1, 4, 3, 2, 5, 6) with MAP (11-52-0) and potash (0-0-60) blend at 275 lbs/A. MAP was applied at 175 lbs/A providing 19 lbs/A of N, and 91 lbs/A of P2O5. Potash was applied at 100 lbs/A providing 60 lbs/A of K2O. 
 Average speed while spreading was 2.2 mph with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 64 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 201; air pressure was 15 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. ",http://aglog.kbs.msu.edu/observations/3568
