obs_date,treatment,observation_type,comment,name,material,rate,units,equipment,observation_id
4/16/2004,T3,Fertilizer application,"Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 1 on the LTER main site winter wheat, (reps 2, 3, 4, 5, 1, & 6). Average height of the wheat was 3-4 inches. Total amount of fertilizer applied was 240 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.38 lbs N/A (54.31 kg N/ha) was applied. Weather Conditions: Mostly sunny with air temperature 76 degrees F. Relative Humidity was 40%. Wind was out of the west-southwest at 0-8 mph's averaging 5 mph's. Time of application was between 1:45 p.m. and 3:15 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph?s (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. 

*****

Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 3 on the LTER main site winter wheat, (reps 6, 1, 3, 2, 4, & 5). Average height of the wheat was 2-3 inches. Total amount of fertilizer applied was 239 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.18 lbs N/A (54.09 kg N/ha) was applied. The goal was to apply the nitrogen fertilizer at 3/5 (0.60) rate of the total amount applied to treatments 1 and 2. The protocol was to apply a total amount of 80 lbs N/A for treatments 1 and 2. We applied 32 lbs N/A in the autumn of 2003 so we were trying to apply another 48 lbs N/A in the spring of 2004 on treatments 1 and 2. The 3/5 rate of nitrogen applied to treatment 3 was based on the total annual amount, spring and fall amounts, of nitrogen, not just 3/5 of the nitrogen applied in the spring. Therefore, treatment 3 needed to receive to same amount of nitrogen in the spring as treatments 1 and 2 received, 80 lbs N/A * 0.60 = 48 lbs N/A. Treatment 3 did not receive any nitrogen in 2003. Weather Conditions: Mostly sunny with air temperature ranging from 77-79 degrees F. Relative Humidity was ranging from 30-37%. Wind was out of the west-southwest at 0-8 mph's averaging 3 mph's. Time of application was between 4:00 p.m. and 5:45 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. ",T3R2,,,,Turbo TeeJet 11005 Flat Fan Nozzle,586
4/16/2004,T3,Fertilizer application,"Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 1 on the LTER main site winter wheat, (reps 2, 3, 4, 5, 1, & 6). Average height of the wheat was 3-4 inches. Total amount of fertilizer applied was 240 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.38 lbs N/A (54.31 kg N/ha) was applied. Weather Conditions: Mostly sunny with air temperature 76 degrees F. Relative Humidity was 40%. Wind was out of the west-southwest at 0-8 mph's averaging 5 mph's. Time of application was between 1:45 p.m. and 3:15 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph?s (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. 

*****

Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 3 on the LTER main site winter wheat, (reps 6, 1, 3, 2, 4, & 5). Average height of the wheat was 2-3 inches. Total amount of fertilizer applied was 239 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.18 lbs N/A (54.09 kg N/ha) was applied. The goal was to apply the nitrogen fertilizer at 3/5 (0.60) rate of the total amount applied to treatments 1 and 2. The protocol was to apply a total amount of 80 lbs N/A for treatments 1 and 2. We applied 32 lbs N/A in the autumn of 2003 so we were trying to apply another 48 lbs N/A in the spring of 2004 on treatments 1 and 2. The 3/5 rate of nitrogen applied to treatment 3 was based on the total annual amount, spring and fall amounts, of nitrogen, not just 3/5 of the nitrogen applied in the spring. Therefore, treatment 3 needed to receive to same amount of nitrogen in the spring as treatments 1 and 2 received, 80 lbs N/A * 0.60 = 48 lbs N/A. Treatment 3 did not receive any nitrogen in 2003. Weather Conditions: Mostly sunny with air temperature ranging from 77-79 degrees F. Relative Humidity was ranging from 30-37%. Wind was out of the west-southwest at 0-8 mph's averaging 3 mph's. Time of application was between 4:00 p.m. and 5:45 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. ",T3R1,,,,Turbo TeeJet 11005 Flat Fan Nozzle,586
4/16/2004,T3,Fertilizer application,"Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 1 on the LTER main site winter wheat, (reps 2, 3, 4, 5, 1, & 6). Average height of the wheat was 3-4 inches. Total amount of fertilizer applied was 240 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.38 lbs N/A (54.31 kg N/ha) was applied. Weather Conditions: Mostly sunny with air temperature 76 degrees F. Relative Humidity was 40%. Wind was out of the west-southwest at 0-8 mph's averaging 5 mph's. Time of application was between 1:45 p.m. and 3:15 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph?s (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. 

*****

Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 3 on the LTER main site winter wheat, (reps 6, 1, 3, 2, 4, & 5). Average height of the wheat was 2-3 inches. Total amount of fertilizer applied was 239 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.18 lbs N/A (54.09 kg N/ha) was applied. The goal was to apply the nitrogen fertilizer at 3/5 (0.60) rate of the total amount applied to treatments 1 and 2. The protocol was to apply a total amount of 80 lbs N/A for treatments 1 and 2. We applied 32 lbs N/A in the autumn of 2003 so we were trying to apply another 48 lbs N/A in the spring of 2004 on treatments 1 and 2. The 3/5 rate of nitrogen applied to treatment 3 was based on the total annual amount, spring and fall amounts, of nitrogen, not just 3/5 of the nitrogen applied in the spring. Therefore, treatment 3 needed to receive to same amount of nitrogen in the spring as treatments 1 and 2 received, 80 lbs N/A * 0.60 = 48 lbs N/A. Treatment 3 did not receive any nitrogen in 2003. Weather Conditions: Mostly sunny with air temperature ranging from 77-79 degrees F. Relative Humidity was ranging from 30-37%. Wind was out of the west-southwest at 0-8 mph's averaging 3 mph's. Time of application was between 4:00 p.m. and 5:45 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. ",T3R5,,,,John Deere 5220 Tractor,586
4/16/2004,T3,Fertilizer application,"Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 1 on the LTER main site winter wheat, (reps 2, 3, 4, 5, 1, & 6). Average height of the wheat was 3-4 inches. Total amount of fertilizer applied was 240 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.38 lbs N/A (54.31 kg N/ha) was applied. Weather Conditions: Mostly sunny with air temperature 76 degrees F. Relative Humidity was 40%. Wind was out of the west-southwest at 0-8 mph's averaging 5 mph's. Time of application was between 1:45 p.m. and 3:15 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph?s (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. 

*****

Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 3 on the LTER main site winter wheat, (reps 6, 1, 3, 2, 4, & 5). Average height of the wheat was 2-3 inches. Total amount of fertilizer applied was 239 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.18 lbs N/A (54.09 kg N/ha) was applied. The goal was to apply the nitrogen fertilizer at 3/5 (0.60) rate of the total amount applied to treatments 1 and 2. The protocol was to apply a total amount of 80 lbs N/A for treatments 1 and 2. We applied 32 lbs N/A in the autumn of 2003 so we were trying to apply another 48 lbs N/A in the spring of 2004 on treatments 1 and 2. The 3/5 rate of nitrogen applied to treatment 3 was based on the total annual amount, spring and fall amounts, of nitrogen, not just 3/5 of the nitrogen applied in the spring. Therefore, treatment 3 needed to receive to same amount of nitrogen in the spring as treatments 1 and 2 received, 80 lbs N/A * 0.60 = 48 lbs N/A. Treatment 3 did not receive any nitrogen in 2003. Weather Conditions: Mostly sunny with air temperature ranging from 77-79 degrees F. Relative Humidity was ranging from 30-37%. Wind was out of the west-southwest at 0-8 mph's averaging 3 mph's. Time of application was between 4:00 p.m. and 5:45 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. ",T3R1,,,,John Deere 5220 Tractor,586
4/16/2004,T3,Fertilizer application,"Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 1 on the LTER main site winter wheat, (reps 2, 3, 4, 5, 1, & 6). Average height of the wheat was 3-4 inches. Total amount of fertilizer applied was 240 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.38 lbs N/A (54.31 kg N/ha) was applied. Weather Conditions: Mostly sunny with air temperature 76 degrees F. Relative Humidity was 40%. Wind was out of the west-southwest at 0-8 mph's averaging 5 mph's. Time of application was between 1:45 p.m. and 3:15 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph?s (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. 

*****

Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 3 on the LTER main site winter wheat, (reps 6, 1, 3, 2, 4, & 5). Average height of the wheat was 2-3 inches. Total amount of fertilizer applied was 239 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.18 lbs N/A (54.09 kg N/ha) was applied. The goal was to apply the nitrogen fertilizer at 3/5 (0.60) rate of the total amount applied to treatments 1 and 2. The protocol was to apply a total amount of 80 lbs N/A for treatments 1 and 2. We applied 32 lbs N/A in the autumn of 2003 so we were trying to apply another 48 lbs N/A in the spring of 2004 on treatments 1 and 2. The 3/5 rate of nitrogen applied to treatment 3 was based on the total annual amount, spring and fall amounts, of nitrogen, not just 3/5 of the nitrogen applied in the spring. Therefore, treatment 3 needed to receive to same amount of nitrogen in the spring as treatments 1 and 2 received, 80 lbs N/A * 0.60 = 48 lbs N/A. Treatment 3 did not receive any nitrogen in 2003. Weather Conditions: Mostly sunny with air temperature ranging from 77-79 degrees F. Relative Humidity was ranging from 30-37%. Wind was out of the west-southwest at 0-8 mph's averaging 3 mph's. Time of application was between 4:00 p.m. and 5:45 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. ",T3R2,,,,John Deere 5220 Tractor,586
4/16/2004,T3,Fertilizer application,"Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 1 on the LTER main site winter wheat, (reps 2, 3, 4, 5, 1, & 6). Average height of the wheat was 3-4 inches. Total amount of fertilizer applied was 240 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.38 lbs N/A (54.31 kg N/ha) was applied. Weather Conditions: Mostly sunny with air temperature 76 degrees F. Relative Humidity was 40%. Wind was out of the west-southwest at 0-8 mph's averaging 5 mph's. Time of application was between 1:45 p.m. and 3:15 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph?s (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. 

*****

Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 3 on the LTER main site winter wheat, (reps 6, 1, 3, 2, 4, & 5). Average height of the wheat was 2-3 inches. Total amount of fertilizer applied was 239 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.18 lbs N/A (54.09 kg N/ha) was applied. The goal was to apply the nitrogen fertilizer at 3/5 (0.60) rate of the total amount applied to treatments 1 and 2. The protocol was to apply a total amount of 80 lbs N/A for treatments 1 and 2. We applied 32 lbs N/A in the autumn of 2003 so we were trying to apply another 48 lbs N/A in the spring of 2004 on treatments 1 and 2. The 3/5 rate of nitrogen applied to treatment 3 was based on the total annual amount, spring and fall amounts, of nitrogen, not just 3/5 of the nitrogen applied in the spring. Therefore, treatment 3 needed to receive to same amount of nitrogen in the spring as treatments 1 and 2 received, 80 lbs N/A * 0.60 = 48 lbs N/A. Treatment 3 did not receive any nitrogen in 2003. Weather Conditions: Mostly sunny with air temperature ranging from 77-79 degrees F. Relative Humidity was ranging from 30-37%. Wind was out of the west-southwest at 0-8 mph's averaging 3 mph's. Time of application was between 4:00 p.m. and 5:45 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. ",T3R3,,,,John Deere 5220 Tractor,586
4/16/2004,T3,Fertilizer application,"Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 1 on the LTER main site winter wheat, (reps 2, 3, 4, 5, 1, & 6). Average height of the wheat was 3-4 inches. Total amount of fertilizer applied was 240 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.38 lbs N/A (54.31 kg N/ha) was applied. Weather Conditions: Mostly sunny with air temperature 76 degrees F. Relative Humidity was 40%. Wind was out of the west-southwest at 0-8 mph's averaging 5 mph's. Time of application was between 1:45 p.m. and 3:15 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph?s (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. 

*****

Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 3 on the LTER main site winter wheat, (reps 6, 1, 3, 2, 4, & 5). Average height of the wheat was 2-3 inches. Total amount of fertilizer applied was 239 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.18 lbs N/A (54.09 kg N/ha) was applied. The goal was to apply the nitrogen fertilizer at 3/5 (0.60) rate of the total amount applied to treatments 1 and 2. The protocol was to apply a total amount of 80 lbs N/A for treatments 1 and 2. We applied 32 lbs N/A in the autumn of 2003 so we were trying to apply another 48 lbs N/A in the spring of 2004 on treatments 1 and 2. The 3/5 rate of nitrogen applied to treatment 3 was based on the total annual amount, spring and fall amounts, of nitrogen, not just 3/5 of the nitrogen applied in the spring. Therefore, treatment 3 needed to receive to same amount of nitrogen in the spring as treatments 1 and 2 received, 80 lbs N/A * 0.60 = 48 lbs N/A. Treatment 3 did not receive any nitrogen in 2003. Weather Conditions: Mostly sunny with air temperature ranging from 77-79 degrees F. Relative Humidity was ranging from 30-37%. Wind was out of the west-southwest at 0-8 mph's averaging 3 mph's. Time of application was between 4:00 p.m. and 5:45 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. ",T3R4,,,,John Deere 5220 Tractor,586
4/16/2004,T3,Fertilizer application,"Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 1 on the LTER main site winter wheat, (reps 2, 3, 4, 5, 1, & 6). Average height of the wheat was 3-4 inches. Total amount of fertilizer applied was 240 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.38 lbs N/A (54.31 kg N/ha) was applied. Weather Conditions: Mostly sunny with air temperature 76 degrees F. Relative Humidity was 40%. Wind was out of the west-southwest at 0-8 mph's averaging 5 mph's. Time of application was between 1:45 p.m. and 3:15 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph?s (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. 

*****

Applied 28% nitrogen solution (28-0-0) at 16 gals/acre (150L/ha) to all replications of treatment 3 on the LTER main site winter wheat, (reps 6, 1, 3, 2, 4, & 5). Average height of the wheat was 2-3 inches. Total amount of fertilizer applied was 239 gals on 14.82 acres (6 hectares). One gallon of 28% fertilizer weighs 10.67 lbs. 48.18 lbs N/A (54.09 kg N/ha) was applied. The goal was to apply the nitrogen fertilizer at 3/5 (0.60) rate of the total amount applied to treatments 1 and 2. The protocol was to apply a total amount of 80 lbs N/A for treatments 1 and 2. We applied 32 lbs N/A in the autumn of 2003 so we were trying to apply another 48 lbs N/A in the spring of 2004 on treatments 1 and 2. The 3/5 rate of nitrogen applied to treatment 3 was based on the total annual amount, spring and fall amounts, of nitrogen, not just 3/5 of the nitrogen applied in the spring. Therefore, treatment 3 needed to receive to same amount of nitrogen in the spring as treatments 1 and 2 received, 80 lbs N/A * 0.60 = 48 lbs N/A. Treatment 3 did not receive any nitrogen in 2003. Weather Conditions: Mostly sunny with air temperature ranging from 77-79 degrees F. Relative Humidity was ranging from 30-37%. Wind was out of the west-southwest at 0-8 mph's averaging 3 mph's. Time of application was between 4:00 p.m. and 5:45 p.m. Equipment Used: JD 5220 tractor traveling 5.0-6.0 mph (gear C1, 1600-1800 rpm's) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 25-30 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat. ",T3R6,,,,John Deere 5220 Tractor,586
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R4,,,,John Deere 7400 Tractor,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R3,,,,John Deere 7400 Tractor,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R2,,,,John Deere 7400 Tractor,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R1,,,,John Deere 7400 Tractor,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R6,,,,John Deere 7400 Tractor,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R5,,,,John Deere 7400 Tractor,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R5,0-0-60 potash fertilizer,50,pound,Gandy Air Seeder,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R4,0-0-60 potash fertilizer,50,pound,Gandy Air Seeder,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R6,0-0-60 potash fertilizer,50,pound,Gandy Air Seeder,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R3,0-0-60 potash fertilizer,50,pound,Gandy Air Seeder,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R2,0-0-60 potash fertilizer,50,pound,Gandy Air Seeder,29
4/19/2005,T3,Fertilizer application,"Applied 0-0-60, potash fertilizer, at 50 lbs/A (56.14 kg/ha) to treatment 3, replications 6, 5, 4, 3, 2, and 1, The 50 lbs/A provided 30 lbs/A of K20 to the plots. The fertilizer was applied with the JD 7400 tractor traveling at 5 mph and Gandy Orbit-Air with a 15 ft boom.",T3R1,0-0-60 potash fertilizer,50,pound,Gandy Air Seeder,29
5/7/2005,T3,Fertilizer application,"Planted corn on the main site treatment 3, relications, reps 5, 4, and 3. Planted Pioneer 35Y54 corn at 28,000 seeds/A (the monitor was reading 30,000 seeds/A). At planting 14 gals/A of 19-17-0 was applied two inches below and two inches to the side of the seed furrow. The fertilizer 19-17-0 was made by mixing 50% 28% UAN fertilizer and 50% 10-34-0 fertilizer. Planting depth for the corn was 2-2.25 inches. The corn was planted in 30 inch rows. Corn was planted with the JD 7520 tractor and JD 1730 planter. I tried planting at 9:00 am however thr soil was to wet because we recieved about 0.20 inch of rain last night. I had to wait until 12:00 noon or 1:00 pm before it dried enough to plant. ",T3R3,19-17-0 liquid fertilizer,14,gallon,John Deere 1730 Maxemerge Plus Planter,573
5/7/2005,T3,Fertilizer application,"Planted corn on the main site treatment 3, relications, reps 5, 4, and 3. Planted Pioneer 35Y54 corn at 28,000 seeds/A (the monitor was reading 30,000 seeds/A). At planting 14 gals/A of 19-17-0 was applied two inches below and two inches to the side of the seed furrow. The fertilizer 19-17-0 was made by mixing 50% 28% UAN fertilizer and 50% 10-34-0 fertilizer. Planting depth for the corn was 2-2.25 inches. The corn was planted in 30 inch rows. Corn was planted with the JD 7520 tractor and JD 1730 planter. I tried planting at 9:00 am however thr soil was to wet because we recieved about 0.20 inch of rain last night. I had to wait until 12:00 noon or 1:00 pm before it dried enough to plant. ",T3R5,Pioneer 35Y54 corn,28000,seeds,John Deere 1730 Maxemerge Plus Planter,573
5/7/2005,T3,Fertilizer application,"Planted corn on the main site treatment 3, relications, reps 5, 4, and 3. Planted Pioneer 35Y54 corn at 28,000 seeds/A (the monitor was reading 30,000 seeds/A). At planting 14 gals/A of 19-17-0 was applied two inches below and two inches to the side of the seed furrow. The fertilizer 19-17-0 was made by mixing 50% 28% UAN fertilizer and 50% 10-34-0 fertilizer. Planting depth for the corn was 2-2.25 inches. The corn was planted in 30 inch rows. Corn was planted with the JD 7520 tractor and JD 1730 planter. I tried planting at 9:00 am however thr soil was to wet because we recieved about 0.20 inch of rain last night. I had to wait until 12:00 noon or 1:00 pm before it dried enough to plant. ",T3R4,Pioneer 35Y54 corn,28000,seeds,John Deere 1730 Maxemerge Plus Planter,573
