# Planting report for the MCSE
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/292
# The newest version of the data https://lter.kbs.msu.edu/datatables/292.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/7.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# obs_date		The observation date
# Treatment		experimental treatment
# Replicate		LTER Replicate
# Plot		LTER Plot
# Material		material used
# Rate	number	rate of application
# Unit		units per acre
# propagules_per_acre	numberPerAcre	the number of propagules (seeds or plants) planted per acre
# propagule_rate_estimation_flag		a flag to indicate if the number of propagules has been estimate and 'E' indicates and estimated values based on the source_for_estimation and a an empty values indicates a reported value.
# source_for_estimation		references for the conversion from the reported planting rates  to the propagules_per_acre column
# Comment		aa note about the sample
# source		the source URL for the observation
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2020-05-06 Sven Bohm. Added source URL
#2020-5-6 Sven Bohm. Added other replicates
#
obs_date,Treatment,Replicate,Plot,Material,Rate,Unit,propagules_per_acre,propagule_rate_estimation_flag,source_for_estimation,Comment,source
2017-11-08,T3,R4,T3R4,rye,149,pound,2682000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T3, all replications (Reps 5, 4, 2, 3, 1, 6).

 Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. 

Rye was actually seeded at 2.7 bu/A or 149 lbs/A. 

Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4076
2017-11-08,T3,R5,T3R5,rye,149,pound,2682000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T3, all replications (Reps 5, 4, 2, 3, 1, 6).

 Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. 

Rye was actually seeded at 2.7 bu/A or 149 lbs/A. 

Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4076
2017-11-08,T3,R1,T3R1,rye,149,pound,2682000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T3, all replications (Reps 5, 4, 2, 3, 1, 6).

 Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. 

Rye was actually seeded at 2.7 bu/A or 149 lbs/A. 

Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4076
2017-11-01,T4,R6,T4R6,rye,158,pound,2844000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T4, all replications (Reps 5, 4, 3, 2, 1, 6). 

Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. Rye was actually seeded at 2.7 bu/A or  149 lbs/A.

 Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4071
2017-11-01,T4,R1,T4R1,rye,158,pound,2844000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T4, all replications (Reps 5, 4, 3, 2, 1, 6). 

Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. Rye was actually seeded at 2.7 bu/A or  149 lbs/A.

 Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4071
2017-11-01,T4,R4,T4R4,rye,158,pound,2844000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T4, all replications (Reps 5, 4, 3, 2, 1, 6). 

Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. Rye was actually seeded at 2.7 bu/A or  149 lbs/A.

 Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4071
2017-11-01,T4,R3,T4R3,rye,158,pound,2844000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T4, all replications (Reps 5, 4, 3, 2, 1, 6). 

Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. Rye was actually seeded at 2.7 bu/A or  149 lbs/A.

 Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4071
2017-11-01,T4,R2,T4R2,rye,158,pound,2844000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T4, all replications (Reps 5, 4, 3, 2, 1, 6). 

Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. Rye was actually seeded at 2.7 bu/A or  149 lbs/A.

 Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4071
2017-11-01,T4,R5,T4R5,rye,158,pound,2844000,E,https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf 84-112 pounds per acre  and https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"No-till planted wheeler rye in the LTER Main Site Treatment T4, all replications (Reps 5, 4, 3, 2, 1, 6). 

Rye was planted with a target rate of 2.8 bu/A or 158lbs/A. Rye was actually seeded at 2.7 bu/A or  149 lbs/A.

 Planting depth was 1 to 1-1/2 inches deep and setting on drill was #39.",https://aglog.kbs.msu.edu/observations/4071
2017-06-03,T4,R6,T4R6,Viking Organic Seed Corn Variety O.88-91UP ,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER Main Site T4 plots, all replications in the order of (5, 4, 3, 2, 1, and 6).  

Equipment Used: JD 7330 tractor and JD 1730 planter.

Brand and Variety Planted: Viking O.88-91UP, from Albert Lea Seed, (Certified Organic variety). 

Relative maturity: O.99-91UP has a relative maturity of 91 days. 

Planting Population: 32,000 seeds/A.

Planting Depth: 1.75-2 inches. 

Row Spacing: 30 inches. 




",https://aglog.kbs.msu.edu/observations/3925
2017-06-03,T4,R1,T4R1,Viking Organic Seed Corn Variety O.88-91UP ,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER Main Site T4 plots, all replications in the order of (5, 4, 3, 2, 1, and 6).  

Equipment Used: JD 7330 tractor and JD 1730 planter.

Brand and Variety Planted: Viking O.88-91UP, from Albert Lea Seed, (Certified Organic variety). 

Relative maturity: O.99-91UP has a relative maturity of 91 days. 

Planting Population: 32,000 seeds/A.

Planting Depth: 1.75-2 inches. 

Row Spacing: 30 inches. 




",https://aglog.kbs.msu.edu/observations/3925
2017-06-03,T4,R4,T4R4,Viking Organic Seed Corn Variety O.88-91UP ,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER Main Site T4 plots, all replications in the order of (5, 4, 3, 2, 1, and 6).  

Equipment Used: JD 7330 tractor and JD 1730 planter.

Brand and Variety Planted: Viking O.88-91UP, from Albert Lea Seed, (Certified Organic variety). 

Relative maturity: O.99-91UP has a relative maturity of 91 days. 

Planting Population: 32,000 seeds/A.

Planting Depth: 1.75-2 inches. 

Row Spacing: 30 inches. 




",https://aglog.kbs.msu.edu/observations/3925
2017-06-03,T4,R3,T4R3,Viking Organic Seed Corn Variety O.88-91UP ,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER Main Site T4 plots, all replications in the order of (5, 4, 3, 2, 1, and 6).  

Equipment Used: JD 7330 tractor and JD 1730 planter.

Brand and Variety Planted: Viking O.88-91UP, from Albert Lea Seed, (Certified Organic variety). 

Relative maturity: O.99-91UP has a relative maturity of 91 days. 

Planting Population: 32,000 seeds/A.

Planting Depth: 1.75-2 inches. 

Row Spacing: 30 inches. 




",https://aglog.kbs.msu.edu/observations/3925
2017-06-03,T4,R2,T4R2,Viking Organic Seed Corn Variety O.88-91UP ,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER Main Site T4 plots, all replications in the order of (5, 4, 3, 2, 1, and 6).  

Equipment Used: JD 7330 tractor and JD 1730 planter.

Brand and Variety Planted: Viking O.88-91UP, from Albert Lea Seed, (Certified Organic variety). 

Relative maturity: O.99-91UP has a relative maturity of 91 days. 

Planting Population: 32,000 seeds/A.

Planting Depth: 1.75-2 inches. 

Row Spacing: 30 inches. 




",https://aglog.kbs.msu.edu/observations/3925
2017-06-03,T4,R5,T4R5,Viking Organic Seed Corn Variety O.88-91UP ,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER Main Site T4 plots, all replications in the order of (5, 4, 3, 2, 1, and 6).  

Equipment Used: JD 7330 tractor and JD 1730 planter.

Brand and Variety Planted: Viking O.88-91UP, from Albert Lea Seed, (Certified Organic variety). 

Relative maturity: O.99-91UP has a relative maturity of 91 days. 

Planting Population: 32,000 seeds/A.

Planting Depth: 1.75-2 inches. 

Row Spacing: 30 inches. 




",https://aglog.kbs.msu.edu/observations/3925
2017-05-24,T3,R3,T3R3,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",https://aglog.kbs.msu.edu/observations/3913
2017-05-24,T3,R6,T3R6,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",https://aglog.kbs.msu.edu/observations/3913
2017-05-24,T3,R1,T3R1,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T3 reps 1, 3, and 6. Because of wet soil conditions we could not plant reps 1, 3, and 6 on May 19-20, 2017 which is the dates reps 2, 4, and 5 were planted. 

Started to rain as I finished planting rep 6, it would have been to wet to start planting another replication on May 24, 2017 so glad that all the remaining reps were planted.  

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. ",https://aglog.kbs.msu.edu/observations/3913
2017-05-19,T3,R4,T3R4,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3907
2017-05-19,T3,R5,T3R5,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3907
2017-05-19,T3,R2,T3R2,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T3 rep 5 only on May 19, 2017. Started to rain as I finished planting rep 5, it was to wet to start planting another replication on May 19, 2017.  

Planted T3R4 and T3R2 on May 20, 2017. Started to rain as I finished planting rep 2, it was to wet to start planting another replication on May 20, 2017.

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Planting depth: 1.5 inches. 

Tillage: Conventional. 

Fertilizer Applied: 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

Fertilizer placement: two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3907
2017-05-16,T1,R2,T1R2,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T1 replications (5, 1, 4, 3, 2, and 6). Rep 5 was planted on May 15, 2017. Planted about 4-6 passed in T1R1 before a fertilizer tube was cut so we had to fix the fertilizer hose. Planted the remaining area in T1R1 on May 16, 2017. The remaining reps (4, 3, 2, and 6 were all planted on May 16, 2017. 

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Planting depth: 1.5 inches. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

The fertilizer was placed two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3902
2017-05-16,T1,R3,T1R3,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T1 replications (5, 1, 4, 3, 2, and 6). Rep 5 was planted on May 15, 2017. Planted about 4-6 passed in T1R1 before a fertilizer tube was cut so we had to fix the fertilizer hose. Planted the remaining area in T1R1 on May 16, 2017. The remaining reps (4, 3, 2, and 6 were all planted on May 16, 2017. 

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Planting depth: 1.5 inches. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

The fertilizer was placed two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3902
2017-05-16,T1,R4,T1R4,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T1 replications (5, 1, 4, 3, 2, and 6). Rep 5 was planted on May 15, 2017. Planted about 4-6 passed in T1R1 before a fertilizer tube was cut so we had to fix the fertilizer hose. Planted the remaining area in T1R1 on May 16, 2017. The remaining reps (4, 3, 2, and 6 were all planted on May 16, 2017. 

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Planting depth: 1.5 inches. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

The fertilizer was placed two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3902
2017-05-16,T1,R5,T1R5,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T1 replications (5, 1, 4, 3, 2, and 6). Rep 5 was planted on May 15, 2017. Planted about 4-6 passed in T1R1 before a fertilizer tube was cut so we had to fix the fertilizer hose. Planted the remaining area in T1R1 on May 16, 2017. The remaining reps (4, 3, 2, and 6 were all planted on May 16, 2017. 

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Planting depth: 1.5 inches. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

The fertilizer was placed two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3902
2017-05-16,T1,R6,T1R6,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T1 replications (5, 1, 4, 3, 2, and 6). Rep 5 was planted on May 15, 2017. Planted about 4-6 passed in T1R1 before a fertilizer tube was cut so we had to fix the fertilizer hose. Planted the remaining area in T1R1 on May 16, 2017. The remaining reps (4, 3, 2, and 6 were all planted on May 16, 2017. 

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Planting depth: 1.5 inches. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

The fertilizer was placed two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3902
2017-05-16,T1,R1,T1R1,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T1 replications (5, 1, 4, 3, 2, and 6). Rep 5 was planted on May 15, 2017. Planted about 4-6 passed in T1R1 before a fertilizer tube was cut so we had to fix the fertilizer hose. Planted the remaining area in T1R1 on May 16, 2017. The remaining reps (4, 3, 2, and 6 were all planted on May 16, 2017. 

Equipment used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Planting depth: 1.5 inches. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

The fertilizer was placed two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3902
2017-05-15,T2,R1,T2R1,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T2 replications (3, 2, and 1). 

The seal in the Ace pump (used to pump the 19-17-0 fertilizer) when out during the middle of T2 rep 3 or 2 (forgot which rep is went out in) we had to replace the pump and finished planting all the T2 plots. We also had time to plant T1R5 after replacing the pump and finishing the T2 plots however we cut a fertilizer line after we started planting T1R1 so we did not plant anymore of the T1 plots on May 15, 2017.  

Equipment Used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Planting depth: 1.5 inches. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

The fertilizer was placed two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3901
2017-05-15,T2,R3,T2R3,Dekalb DKC52-84 RIB Corn Hybrid,32000,seeds,32000,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the Main Site LTER T2 replications (3, 2, and 1). 

The seal in the Ace pump (used to pump the 19-17-0 fertilizer) when out during the middle of T2 rep 3 or 2 (forgot which rep is went out in) we had to replace the pump and finished planting all the T2 plots. We also had time to plant T1R5 after replacing the pump and finishing the T2 plots however we cut a fertilizer line after we started planting T1R1 so we did not plant anymore of the T1 plots on May 15, 2017.  

Equipment Used: Planted with JD 7330 tractor and JD 1730 planter. 

Planted Dekalb DKC52-84 RIB seed corn at 32,000 seeds/acre. 

Planting depth: 1.5 inches. 

Dekalb DKC52-84 RIB has a relative maturity of 102 days (2550 growing degree units to black layer). DKC52-84A RIB is Roundup Ready Genuity Smartstax RIB (refuge in a bag) corn blend. 

Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. 

14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A.

The fertilizer was placed two inches to the side and two inches below the seed at planting. 

",https://aglog.kbs.msu.edu/observations/3901
